Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR17068325,2022-12-12 00:01:10,2021-11-29 19:09:44,1939,2892980,0,1491,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068325/SRR17068325.1,SRX13257006,D102,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179730,SAMN23486187,simple,1774142,human eye metagenome,D102,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,0A3DBFE4C1E3229AB13D5351C2098409,482EB50B49BFF197141A100B67255687
SRR17068341,2022-12-12 00:01:09,2021-11-29 19:09:53,3271,4887317,0,1494,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068341/SRR17068341.1,SRX13256990,D107,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179714,SAMN23486174,simple,1774142,human eye metagenome,D107,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,C33D4BC3FB6E871EB6007834F13365E0,01C834B391BB8E28BDD842667C454DB9
SRR17068353,2022-12-12 00:01:09,2021-11-29 19:10:07,9964,14635737,0,1468,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068353/SRR17068353.1,SRX13256978,D115,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179703,SAMN23486163,simple,1774142,human eye metagenome,D115,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,DFEBD024CCEF9BA329074A9D2C4448F9,5AC595158401CC4DF307DD5F6E02E666
SRR17068336,2022-12-12 00:01:10,2021-11-29 19:10:11,13937,20859665,0,1496,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068336/SRR17068336.1,SRX13256995,D118,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179719,SAMN23486178,simple,1774142,human eye metagenome,D118,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,0A92557075ACB182575979B93306663A,0C54AFA655BDA649786FA5FD6C550C0B
SRR17068294,2022-12-12 00:01:10,2021-11-29 19:09:35,12414,18501313,0,1490,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068294/SRR17068294.1,SRX13257037,D123,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179760,SAMN23486063,simple,1774142,human eye metagenome,D123,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,95155ACFD99E9BEFED1866D0448624BC,CC9EFBCBEE6684A4358B022B36F078DE
SRR17068333,2022-12-12 00:01:10,2021-11-29 19:09:53,3369,4952541,0,1470,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068333/SRR17068333.1,SRX13256998,D129,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179722,SAMN23486180,simple,1774142,human eye metagenome,D129,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,75C52B60A8A1AE283A6B6FAEC79109EE,D73D7E6BADA449A186FFFC34114F7824
SRR17068342,2022-12-12 00:01:09,2021-11-29 19:10:00,7877,11875964,0,1507,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068342/SRR17068342.1,SRX13256989,D137,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179712,SAMN23486173,simple,1774142,human eye metagenome,D137,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,BC88BECE56B71B8B75B91C96B9D6771B,6D5A152684A81333ED3E5A8E0EA8E523
SRR17068346,2022-12-12 00:01:09,2021-11-29 19:10:23,21171,31636330,0,1494,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068346/SRR17068346.1,SRX13256985,D15,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179709,SAMN23486169,simple,1774142,human eye metagenome,D15,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,11F5B759563CDD5DB61D2EA68C1772CC,BB5F3A19F67D9E62E9085E5EF5B64700
SRR17068312,2022-12-12 00:01:10,2021-11-29 19:10:16,19760,29496396,0,1492,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068312/SRR17068312.1,SRX13257019,D16,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179742,SAMN23486199,simple,1774142,human eye metagenome,D16,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,E440EDB8EA9DEDE34EF12287C36AAB79,E9933589B3741DBE3FFFAEF7A7C45495
SRR17068328,2022-12-12 00:01:10,2021-11-29 19:09:59,8086,12052416,0,1490,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068328/SRR17068328.1,SRX13257003,D19,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179726,SAMN23486185,simple,1774142,human eye metagenome,D19,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,3D0CBEF3970A7ACCFA1B397CE134D05A,49B70172D2E190213EA3A0977C84549B
SRR17068344,2022-12-12 00:01:09,2021-11-29 19:09:54,6467,9646268,0,1491,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068344/SRR17068344.1,SRX13256987,D20,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179711,SAMN23486171,simple,1774142,human eye metagenome,D20,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,5C86503864B61EC17F2A29B043587F70,994C61A527253B08477CDCEE3A0826FE
SRR17068326,2022-12-12 00:01:10,2021-11-29 19:09:58,8474,12728143,0,1502,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068326/SRR17068326.1,SRX13257005,D22,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179729,SAMN23486186,simple,1774142,human eye metagenome,D22,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,34D73B4C09D64735A4FC69D0287714D2,F22F09300C454ACD53237F8C72D20AC9
SRR17068322,2022-12-12 00:01:10,2021-11-29 19:09:52,6331,9446715,0,1492,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068322/SRR17068322.1,SRX13257009,D32,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179735,SAMN23486190,simple,1774142,human eye metagenome,D32,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,A79AC79592D4767E10AE1B5F9C880D0A,D79C18A3E62504C3A6A5983444AE2047
SRR17068318,2022-12-12 00:01:10,2021-11-29 19:09:50,5441,8105046,0,1489,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068318/SRR17068318.1,SRX13257013,D35,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179737,SAMN23486194,simple,1774142,human eye metagenome,D35,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,FB89AD2D16AEF95762B228CCC2B26BE7,B992A5AAC1B9F1848DE01E06A3D9A201
SRR17068315,2022-12-12 00:01:10,2021-11-29 19:09:49,7548,11235214,0,1488,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068315/SRR17068315.1,SRX13257016,D40,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179740,SAMN23486196,simple,1774142,human eye metagenome,D40,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,3EB95F51A4584D1B650A5DD7ACAE1612,EEF1C680042707A69C549318FF650777
SRR17068349,2022-12-12 00:01:09,2021-11-29 19:10:01,7153,10697987,0,1495,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068349/SRR17068349.1,SRX13256982,D43,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179705,SAMN23486166,simple,1774142,human eye metagenome,D43,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,76521EEC820F9156785233895A19511F,F5731F4500338294D3089DC98AF554C1
SRR17068311,2022-12-12 00:01:10,2021-11-29 19:09:47,4252,6320195,0,1486,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068311/SRR17068311.1,SRX13257020,D5,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179744,SAMN23486200,simple,1774142,human eye metagenome,D5,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,73C62A5025779BD59E76710A79FF5EF6,EBADE12D76FE1F1C4A53104BDD694E11
SRR17068305,2022-12-12 00:01:10,2021-11-29 19:09:46,4566,6726960,0,1473,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068305/SRR17068305.1,SRX13257026,D52,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179750,SAMN23486062,simple,1774142,human eye metagenome,D52,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,E5905C107603C246E8C9F4DE0B8CDAE8,221CA23FB2E844C7B18A8906AC99835A
SRR17068340,2022-12-12 00:01:09,2021-11-29 19:09:52,4186,6220347,0,1485,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068340/SRR17068340.1,SRX13256991,D53,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179715,SAMN23486175,simple,1774142,human eye metagenome,D53,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,80A640FD7A22B476DF8B71659889A079,1176C7C80227A72A6E7932B095564E5D
SRR17068334,2022-12-12 00:01:10,2021-11-29 19:09:57,7790,11542818,0,1481,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068334/SRR17068334.1,SRX13256997,D56,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179721,SAMN23486145,simple,1774142,human eye metagenome,D56,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,4209CE4ECAFAF9E94B367254ECB4E2FE,5B8C1021C877901A0F48D285E6161AC9
SRR17068323,2022-12-12 00:01:10,2021-11-29 19:09:52,5846,8642117,0,1478,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068323/SRR17068323.1,SRX13257008,D59,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179732,SAMN23486189,simple,1774142,human eye metagenome,D59,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,9F6E855BCC25812A7D87E5D1BE91F7D2,D01E54E719CC034FC05A7441BE0A2557
SRR17068345,2022-12-12 00:01:09,2021-11-29 19:09:48,2556,3824299,0,1496,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068345/SRR17068345.1,SRX13256986,D6,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179710,SAMN23486170,simple,1774142,human eye metagenome,D6,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,AA903C3A357F07D3B828BB5082062FC7,1910E3EF995ECE7CD55BBF755A56C38E
SRR17068309,2022-12-12 00:01:10,2021-11-29 19:09:53,7790,11527113,0,1479,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068309/SRR17068309.1,SRX13257022,D64,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179746,SAMN23486202,simple,1774142,human eye metagenome,D64,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,094C5BCE02EA131D72586C9726110BD6,534AF32EA7C65316812CE25AA0133BA3
SRR17068316,2022-12-12 00:01:10,2021-11-29 19:09:50,5844,8610537,0,1473,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068316/SRR17068316.1,SRX13257015,D83,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179738,SAMN23486061,simple,1774142,human eye metagenome,D83,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,D0A175F711674FBEE99B9D976A8F3FC4,5FAD36C30F56EB6463D6AA0FE790EF01
SRR17068343,2022-12-12 00:01:09,2021-11-29 19:10:12,18669,27957676,0,1497,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068343/SRR17068343.1,SRX13256988,D90,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179713,SAMN23486172,simple,1774142,human eye metagenome,D90,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,AC18300B472AE75AEDEC5AABD165270D,E9BAB9F9C93855C851252C2ACE5793E1
SRR17068347,2022-12-12 00:01:09,2021-11-29 19:09:59,6621,9890806,0,1493,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068347/SRR17068347.1,SRX13256984,D99,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179708,SAMN23486168,simple,1774142,human eye metagenome,D99,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,EA0183BE68CAF1878EC607A984DFFD5F,B62615861C0A9D4262F7E68E19DB92AD
SRR17068352,2022-12-12 00:01:09,2021-11-29 19:10:13,16643,24091112,0,1447,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068352/SRR17068352.1,SRX13256979,PD2,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179702,SAMN23486164,simple,1774142,human eye metagenome,PD2,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,FAD853F8735364FF1DC7E25857C87A40,0C9F0B6C3CD0E5957381BCEC9448EC65
SRR17068335,2022-12-12 00:01:10,2021-11-29 19:10:11,11635,17319194,0,1488,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068335/SRR17068335.1,SRX13256996,PD9,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179720,SAMN23486179,simple,1774142,human eye metagenome,PD9,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,07C519230C542CCA709DEA2C003F1525,1F11409FD5720DD6CBB8255CBD423EC7
SRR17068304,2022-12-12 00:01:10,2021-11-29 19:10:33,29558,44108471,0,1492,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068304/SRR17068304.1,SRX13257027,PJL,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179752,SAMN23486206,simple,1774142,human eye metagenome,PJL,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,8B36A16493DB493177F3153542DE2299,D79E2634C35C25EF0EF0F5AEB5DC3F15
SRR17068297,2022-12-12 00:01:10,2021-11-29 19:10:21,59478,87928129,0,1478,48,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068297/SRR17068297.1,SRX13257034,PJR,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179757,SAMN23486213,simple,1774142,human eye metagenome,PJR,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,F095982900FFF3148D569BEBFAE276FC,84F7083F3634E8A2F4DA0DB813F13312
SRR17068339,2022-12-12 00:01:09,2021-11-29 19:10:01,6851,10633565,0,1552,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068339/SRR17068339.1,SRX13256992,PS5,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179716,SAMN23486059,simple,1774142,human eye metagenome,PS5,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,EC263CA2F518EC44B7F88B44FED7A799,EE0F5FD3FC7923B82A2173309B7801C5
SRR17068331,2022-12-12 00:01:10,2021-11-29 19:09:54,4989,7756461,0,1554,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068331/SRR17068331.1,SRX13257000,PS7,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179724,SAMN23486182,simple,1774142,human eye metagenome,PS7,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,E5EB217E2C44C667D6B2983A45CF491E,9D670546877C51F34AEBDED2F82797CA
SRR17068351,2022-12-12 00:01:09,2021-11-29 19:10:03,8452,12345418,0,1460,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068351/SRR17068351.1,SRX13256980,S106,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179704,SAMN23486165,simple,1774142,human eye metagenome,S106,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,8F7442DCC23A2F63E46D7EB06E1E69EB,16E7532114CC0B18B7803440202B2415
SRR17068350,2022-12-12 00:01:09,2021-11-29 19:09:55,7447,11137907,0,1495,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068350/SRR17068350.1,SRX13256981,S107,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179707,SAMN23486058,simple,1774142,human eye metagenome,S107,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,FAAA59398D85914DB28F74D6D83E2E79,01C2407C10E9AC766C8D05C6DD9531A3
SRR17068313,2022-12-12 00:01:10,2021-11-29 19:10:03,12843,19229946,0,1497,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068313/SRR17068313.1,SRX13257018,S111,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179741,SAMN23486198,simple,1774142,human eye metagenome,S111,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,AC09DCB8F121455CD72563A17179B259,41FA1D22A4AD0EA0CAE3F294518030FE
SRR17068308,2022-12-12 00:01:10,2021-11-29 19:10:29,27846,41764390,0,1499,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068308/SRR17068308.1,SRX13257023,S124,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179747,SAMN23486203,simple,1774142,human eye metagenome,S124,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,C5CAC1E04529F0E085E89D356A5D92BC,EEDAE4AC3269A93F73389ECD297EEACC
SRR17068307,2022-12-12 00:01:10,2021-11-29 19:10:06,14077,21004493,0,1492,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068307/SRR17068307.1,SRX13257024,S136,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179749,SAMN23486204,simple,1774142,human eye metagenome,S136,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,E4EA6B9B7E5987571D3245AA99708E5B,32DD204DE396EFD6B1992A450242BDC8
SRR17068314,2022-12-12 00:01:10,2021-11-29 19:10:07,14293,21234707,0,1485,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068314/SRR17068314.1,SRX13257017,S138,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179743,SAMN23486197,simple,1774142,human eye metagenome,S138,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,D632B9F30D4726B4CE485092804E4F22,85C0F4BDAD5C10523ED4EE451E77A149
SRR17068320,2022-12-12 00:01:10,2021-11-29 19:10:03,12866,19337678,0,1503,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068320/SRR17068320.1,SRX13257011,S15,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179734,SAMN23486192,simple,1774142,human eye metagenome,S15,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,C4BFD5B28EAC38B4F45364A607A78D83,33B1258B46A6B347EEF2B851EE0B7228
