Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR17068327,2022-12-12 00:01:10,2021-11-29 19:09:53,8953,13395194,0,1496,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068327/SRR17068327.1,SRX13257004,S19,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179728,SAMN23486060,simple,1774142,human eye metagenome,S19,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,373CF8DACD05FE5837CF264DC414E1FC,82388DB82B3F459C0E38CEB7FCD62EAC
SRR17068302,2022-12-12 00:01:10,2021-11-29 19:09:56,9021,13437683,0,1489,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068302/SRR17068302.1,SRX13257029,S22,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179753,SAMN23486208,simple,1774142,human eye metagenome,S22,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,4B27644CA9EDF942AACB4A054C272879,AAFD6FAF7D9FBFA6BB1620F9477138CB
SRR17068348,2022-12-12 00:01:09,2021-11-29 19:10:03,8151,12380476,0,1518,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068348/SRR17068348.1,SRX13256983,S3,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179706,SAMN23486167,simple,1774142,human eye metagenome,S3,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,07A2D6FB8728728DB0E77D755C795B44,D79AAB10110317CAE96158B8ACCDF226
SRR17068317,2022-12-12 00:01:10,2021-11-29 19:09:57,8551,12711174,0,1486,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068317/SRR17068317.1,SRX13257014,S30,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179739,SAMN23486195,simple,1774142,human eye metagenome,S30,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,18068539FCB407DBD09F8B6E685B3514,36D139BBFAF1F117CF28CE99B4D37817
SRR17068329,2022-12-12 00:01:10,2021-11-29 19:10:10,15716,23146141,0,1472,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068329/SRR17068329.1,SRX13257002,S36,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179725,SAMN23486184,simple,1774142,human eye metagenome,S36,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,18E638CE1B15B943A2A54E97A47A163B,05D0D76FEE4FBE00892F7B264CE15EBC
SRR17068299,2022-12-12 00:01:10,2021-11-29 19:09:58,14984,22340509,0,1490,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068299/SRR17068299.1,SRX13257032,S37,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179758,SAMN23486211,simple,1774142,human eye metagenome,S37,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,E490E6C2375667260967E4609EB7FD33,09D87226F58765E6923914792D8E64FB
SRR17068321,2022-12-12 00:01:10,2021-11-29 19:09:55,9340,14025295,0,1501,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068321/SRR17068321.1,SRX13257010,S40,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179733,SAMN23486191,simple,1774142,human eye metagenome,S40,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,0C599AD56A65702A5DE7C91C74EBA9D9,0984D10622D3522E6E9AC31214E1CA43
SRR17068319,2022-12-12 00:01:10,2021-11-29 19:09:51,8101,12008686,0,1482,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068319/SRR17068319.1,SRX13257012,S51,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179736,SAMN23486193,simple,1774142,human eye metagenome,S51,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,66255A0833A76F6F0B6CC98371A84408,300600F6BF70DB244DFB682CC5CAF73B
SRR17068295,2022-12-12 00:01:10,2021-11-29 19:10:06,15927,23543630,0,1478,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068295/SRR17068295.1,SRX13257036,S58,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179761,SAMN23486215,simple,1774142,human eye metagenome,S58,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,08FECCA5EFD74F0C6E4023252E9D94ED,22BF460BA742825CCF4E284CF7EC2EFD
SRR17068332,2022-12-12 00:01:10,2021-11-29 19:10:00,10575,15993115,0,1512,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068332/SRR17068332.1,SRX13256999,S6,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179723,SAMN23486181,simple,1774142,human eye metagenome,S6,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,A15FAA28858FA5541E263370B6A17C7A,2B354BF6AE7A2922F9E40F382E8227E6
SRR17068337,2022-12-12 00:01:09,2021-11-29 19:10:00,7196,10652235,0,1480,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068337/SRR17068337.1,SRX13256994,S60,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179718,SAMN23486177,simple,1774142,human eye metagenome,S60,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,186547FFD6D626AE5015BB7FECD48B26,5775FECE19724D72D4C24CB7C9E17BDC
SRR17068296,2022-12-12 00:01:10,2021-11-29 19:09:40,910,1335448,0,1467,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068296/SRR17068296.1,SRX13257035,S62,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179759,SAMN23486214,simple,1774142,human eye metagenome,S62,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,00102AB0DFCFE11B3F481C6FABC27F23,60CD50CADAF2D7C48D9E68AD7BCC3D03
SRR17068330,2022-12-12 00:01:10,2021-11-29 19:09:53,5410,8038934,0,1485,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068330/SRR17068330.1,SRX13257001,S63,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179727,SAMN23486183,simple,1774142,human eye metagenome,S63,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,11FE3627D7747699BAC02C404A391E34,27557F3FF107A19913FE7C17D54598D5
SRR17068303,2022-12-12 00:01:10,2021-11-29 19:09:40,1232,1821790,0,1478,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068303/SRR17068303.1,SRX13257028,S64,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179751,SAMN23486207,simple,1774142,human eye metagenome,S64,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,A1A5D86FBDA0B0E081FD29F0A6A4A027,534F323A83D7BE0EB23E3DDC85244310
SRR17068298,2022-12-12 00:01:10,2021-11-29 19:09:45,3031,4464845,0,1473,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068298/SRR17068298.1,SRX13257033,S66,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179756,SAMN23486212,simple,1774142,human eye metagenome,S66,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,F707D159DBC476498F98DB3F961F99EB,177894406A694FB7329E528AF2C43D07
SRR17068300,2022-12-12 00:01:10,2021-11-29 19:09:36,529,775449,0,1465,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068300/SRR17068300.1,SRX13257031,S68,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179754,SAMN23486210,simple,1774142,human eye metagenome,S68,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,D7C7994E1B8301E0B6300D0B78F5C90A,553A19BE36B67AC22B0846F086113CBE
SRR17068306,2022-12-12 00:01:10,2021-11-29 19:09:50,6069,9253107,0,1524,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068306/SRR17068306.1,SRX13257025,S71,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179748,SAMN23486205,simple,1774142,human eye metagenome,S71,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,0647F3DC5EC98AC9058A7A99278ACC73,1E76753B9D40D3DF965A42754C38FA1F
SRR17068301,2022-12-12 00:01:10,2021-11-29 19:09:36,216,316549,0,1465,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068301/SRR17068301.1,SRX13257030,S73,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179755,SAMN23486209,simple,1774142,human eye metagenome,S73,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,F0A42F1051218FE7FFA545C70E341E0D,B10C8B2C137340C5A2591413F30EBACB
SRR17068338,2022-12-12 00:01:09,2021-11-29 19:09:50,3484,5207068,0,1494,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068338/SRR17068338.1,SRX13256993,S8,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179717,SAMN23486176,simple,1774142,human eye metagenome,S8,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,6378796408285D631329248C85341DA3,087DD0A493C26A91E39EB73D53D1C19E
SRR17068324,2022-12-12 00:01:10,2021-11-29 19:09:58,8823,12944006,0,1467,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068324/SRR17068324.1,SRX13257007,S94,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179731,SAMN23486188,simple,1774142,human eye metagenome,S94,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,EBED7284A098B1FE145E3B83672C4520,A865988BA252452D22F6392256DD2F04
SRR17068310,2022-12-12 00:01:10,2021-11-29 19:10:13,22409,33583697,0,1498,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068310/SRR17068310.1,SRX13257021,S96,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179745,SAMN23486201,simple,1774142,human eye metagenome,S96,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,793A16941F7E89FBA4431EB92DB5D219,F01FE97E8FC7381FC3CAC47B2E7E1D72
SRR17068381,2022-12-12 00:01:09,2021-11-29 19:10:01,5022,7468502,0,1487,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068381/SRR17068381.1,SRX13256950,D1,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179673,SAMN23486138,simple,1774142,human eye metagenome,D1,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,DA3CED8FC561D6868482D5247BE49E1C,1183C7F67F9CBE07D7ED0144C80F0C23
SRR17068396,2022-12-12 00:01:09,2021-11-29 19:10:44,27237,40335782,0,1480,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068396/SRR17068396.1,SRX13256935,D103,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179659,SAMN23486125,simple,1774142,human eye metagenome,D103,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,F1AF9F4B711DE88877784AB332E2783F,4BE34411428609ABA8F3B31E535D7A1D
SRR17068364,2022-12-12 00:01:09,2021-11-29 19:09:58,5238,7874151,0,1503,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068364/SRR17068364.1,SRX13256967,D110,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179691,SAMN23486153,simple,1774142,human eye metagenome,D110,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,CDAAD0405A2E86CE8817A14617146122,6D152ED008E28A0811E36F26F027BA6C
SRR17068357,2022-12-12 00:01:09,2021-11-29 19:10:04,9091,13519918,0,1487,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068357/SRR17068357.1,SRX13256974,D120,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179698,SAMN23486159,simple,1774142,human eye metagenome,D120,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,F5A142DEEA646A26C4C66E6AFF45E175,52E9C2CAB48FFF79F0CD0F38CBDF85FB
SRR17068360,2022-12-12 00:01:09,2021-11-29 19:10:18,15434,22984774,0,1489,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068360/SRR17068360.1,SRX13256971,D122,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179694,SAMN23486156,simple,1774142,human eye metagenome,D122,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,7DE1D31C1A7E0B18991A07BD1E2ACC3E,16238C3B925B96735C58452CC2EC6EDD
SRR17068402,2022-12-12 00:01:09,2021-11-29 19:10:21,13991,20940291,0,1496,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068402/SRR17068402.1,SRX13256929,D124,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179653,SAMN23486119,simple,1774142,human eye metagenome,D124,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,F67DEEF617A6D5569075689F328AFD6E,D46378B6E9E2B3C9A5A7C3C4B53E79A5
SRR17068380,2022-12-12 00:01:09,2021-11-29 19:10:05,8962,13341107,0,1488,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068380/SRR17068380.1,SRX13256951,D127,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179675,SAMN23486139,simple,1774142,human eye metagenome,D127,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,29FFEBFFFD1CCFCE47CE4E39A575BDEB,389C00AB7840B69C113DBD54B6D03B61
SRR17068367,2022-12-12 00:01:09,2021-11-29 19:09:56,4118,6125343,0,1487,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068367/SRR17068367.1,SRX13256964,D128,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179689,SAMN23486150,simple,1774142,human eye metagenome,D128,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,81C4E53451231737E5EF1214BA3306C4,431F6C363976F9AF6E71BF719F2654D5
SRR17068361,2022-12-12 00:01:09,2021-11-29 19:10:18,4556,6753099,0,1482,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068361/SRR17068361.1,SRX13256970,D130,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179693,SAMN23486057,simple,1774142,human eye metagenome,D130,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,69F120746C950E5BDA532BF2E4D1C473,BBF0A208A79C06B6A9FDFAD5E1BDEE03
SRR17068412,2022-12-12 00:01:09,2021-11-29 19:10:05,5632,8364492,0,1485,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068412/SRR17068412.1,SRX13256919,D131,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179642,SAMN23486110,simple,1774142,human eye metagenome,D131,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,B7F4825DAB005085F8094229B4FD0E36,610FD89AC0A1AB449B8C56FBEFDAD4EF
SRR17068363,2022-12-12 00:01:09,2021-11-29 19:10:15,13637,20566504,0,1508,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068363/SRR17068363.1,SRX13256968,D135,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179692,SAMN23486154,simple,1774142,human eye metagenome,D135,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,C3F0E712789C1424D35997C5FFE0B5DB,C2D9504738D6EB1C329AAA92927246C4
SRR17068371,2022-12-12 00:01:09,2021-11-29 19:10:03,6697,9845631,0,1470,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068371/SRR17068371.1,SRX13256960,D17,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179684,SAMN23486146,simple,1774142,human eye metagenome,D17,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,B721783BEEF4406E5102C9985ABB2FAB,CA2FA6F4D568A9DDED9A61677E7850D2
SRR17068398,2022-12-12 00:01:09,2021-11-29 19:10:00,3537,5200410,0,1470,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068398/SRR17068398.1,SRX13256933,D2,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179657,SAMN23486123,simple,1774142,human eye metagenome,D2,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,D8FE56BCBBA84D4ED8A12FBA16FA0774,67B07E46F1ED8A9CD75C70B17FA12B6E
SRR17068384,2022-12-12 00:01:09,2021-11-29 19:10:03,5814,8711808,0,1498,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068384/SRR17068384.1,SRX13256947,D21,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179671,SAMN23486055,simple,1774142,human eye metagenome,D21,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,50D1778AE8AA0F6EB549F9D0343B19E6,FB28910330E987F10EC932D170FE540E
SRR17068408,2022-12-12 00:01:09,2021-11-29 19:10:08,6413,9563828,0,1491,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068408/SRR17068408.1,SRX13256923,D23,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179648,SAMN23486114,simple,1774142,human eye metagenome,D23,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,195DF2FA90DFFBE3A52D7D1E17CCC7B7,2621423015F67A01185EF237698D07E9
SRR17068386,2022-12-12 00:01:09,2021-11-29 19:10:10,9654,14313897,0,1482,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068386/SRR17068386.1,SRX13256945,D30,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179669,SAMN23486134,simple,1774142,human eye metagenome,D30,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,D7875F8408ECC5DE4FF04C00A12DC86F,364953CD8DBA117E2A14AE1397189FC0
SRR17068397,2022-12-12 00:01:09,2021-11-29 19:10:11,8928,13274257,0,1486,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068397/SRR17068397.1,SRX13256934,D33,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179658,SAMN23486124,simple,1774142,human eye metagenome,D33,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,080FCC88CAD6132D2A617C29A5307D8F,E411FD3BC70EDFA0D795A13F3DD6BB6C
SRR17068406,2022-12-12 00:01:09,2021-11-29 19:10:23,12294,18197294,0,1480,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068406/SRR17068406.1,SRX13256925,D36,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179649,SAMN23486053,simple,1774142,human eye metagenome,D36,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,A9262DAB9DAD9AA3AE48EEAE4AFA80A6,8D0BA2F009B12A02F7F926CD35249631
SRR17068388,2022-12-12 00:01:09,2021-11-29 19:10:02,4291,6419544,0,1496,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068388/SRR17068388.1,SRX13256943,D38,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179668,SAMN23486132,simple,1774142,human eye metagenome,D38,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,433385B23FB77E21738F23737D606008,4E44EF467FA676F38F2F466CF96CDC70
