Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR17068454,2022-12-12 00:01:08,2021-11-29 19:10:42,14588,21683022,0,1486,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068454/SRR17068454.1,SRX13256877,D34,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179600,SAMN23486216,simple,1774142,human eye metagenome,D34,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,E2280BCEE8A87D1A68A9281F2216BFBA,56432487AE0B3FE9CF0476D8D4F1384E
SRR17068455,2022-12-12 00:01:08,2021-11-29 19:10:29,7105,10542923,0,1483,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068455/SRR17068455.1,SRX13256876,D73,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179601,SAMN23486107,simple,1774142,human eye metagenome,D73,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,99749F04983477DC9F662C2785CB0624,5142A0B35FF93B0C8AA253CE7B11A57C
SRR17068456,2022-12-12 00:01:08,2021-11-29 19:10:34,8782,12997784,0,1480,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068456/SRR17068456.1,SRX13256875,PD5,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179599,SAMN23486106,simple,1774142,human eye metagenome,PD5,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,AA5CA6A48033AB81CAA1ADE487CDEE75,256C41FEBFB0FA7DE46AE0DB9C2444B4
SRR17068457,2022-12-12 00:01:08,2021-11-29 19:10:35,9363,14053882,0,1501,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068457/SRR17068457.1,SRX13256874,PD10,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179598,SAMN23486052,simple,1774142,human eye metagenome,PD10,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,370E213FCCDD37ED5EC7D054FED4F2E1,B792B6B5396997458143BE8FC5797B91
SRR17068458,2022-12-12 00:01:08,2021-11-29 19:10:15,772,1132615,0,1467,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068458/SRR17068458.1,SRX13256873,D49,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179597,SAMN23486105,simple,1774142,human eye metagenome,D49,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,7F0FB3845728496A58FD9D2FEF6DA102,A3CB20643B5D7246C9FB8D7B92CBA320
SRR17068459,2022-12-12 00:01:08,2021-11-29 19:10:22,3917,5957032,0,1520,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068459/SRR17068459.1,SRX13256872,S125,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179596,SAMN23486104,simple,1774142,human eye metagenome,S125,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,2241EF32DC091309428627ED7EABF0E3,A30754110AAB4F56741FA3994A430FF3
SRR17068460,2022-12-12 00:01:08,2021-11-29 19:11:08,49668,73821776,0,1486,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068460/SRR17068460.1,SRX13256871,DKL,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179595,SAMN23486103,simple,1774142,human eye metagenome,DKL,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,DA79D7DE8DD3D41E46C49A434919A714,953468F8CDE2CCACC28EC1B475820F14
SRR17068461,2022-12-12 00:01:08,2021-11-29 19:10:31,7023,10468824,0,1490,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068461/SRR17068461.1,SRX13256870,O3,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179594,SAMN23486102,simple,1774142,human eye metagenome,O3,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,0E1CE33AC51F871527447E45E7813B3D,3E2505EAC7B44692C9697D31F1E3FF60
SRR17068462,2022-12-12 00:01:08,2021-11-29 19:10:43,15633,22726256,0,1453,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068462/SRR17068462.1,SRX13256869,D94,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179593,SAMN23486101,simple,1774142,human eye metagenome,D94,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,A8DD00DCF734E4C5A9DE166ED46AE5E0,4284E82BABBA1ADEA1341D3CDCD43432
SRR17068463,2022-12-12 00:01:08,2021-11-29 19:10:34,8191,12079516,0,1474,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068463/SRR17068463.1,SRX13256868,D119,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179592,SAMN23486100,simple,1774142,human eye metagenome,D119,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,F95936524F472BB5B6819005714984CB,7ADCF49966637CEFB83C360A8C8DFD2A
SRR17068464,2022-12-12 00:01:08,2021-11-29 19:10:26,3811,5697894,0,1495,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068464/SRR17068464.1,SRX13256867,D46,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179591,SAMN23486099,simple,1774142,human eye metagenome,D46,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,D10E0F3051D420E65541F59D8855FA00,41DB793066464EB7B585C828B23421EA
SRR17068465,2022-12-12 00:01:08,2021-11-29 19:10:44,13837,20617417,0,1490,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068465/SRR17068465.1,SRX13256866,O1,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179590,SAMN23486098,simple,1774142,human eye metagenome,O1,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,6C7E79F79E06FD19A58F3EB9FE3415E6,0F701AEF362D76ED258BBDA780909164
SRR17068466,2022-12-12 00:01:08,2021-11-29 19:10:46,13650,20539267,0,1504,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068466/SRR17068466.1,SRX13256865,D28,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179588,SAMN23486097,simple,1774142,human eye metagenome,D28,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,387341E8DCA922DD3FE693D57E2C8150,9847C4638BF7113CECAF265E6C1D894D
SRR17068467,2022-12-12 00:01:08,2021-11-29 19:10:31,7175,10674253,0,1487,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068467/SRR17068467.1,SRX13256864,D25,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179589,SAMN23486096,simple,1774142,human eye metagenome,D25,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,DBC53ED2744F6CBEB0CCC094CC35321A,264E144E159582E4E0F6777EA6F38912
SRR17068468,2022-12-12 00:01:08,2021-11-29 19:10:29,5087,7626714,0,1499,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068468/SRR17068468.1,SRX13256863,PD1,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179587,SAMN23486051,simple,1774142,human eye metagenome,PD1,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,CA5F7E61666A3F6D599E5211449A04DB,C1873C21FD24D2C72EB22450AACD9278
SRR17068473,2022-12-12 00:01:08,2021-11-29 19:10:23,2618,3931289,0,1501,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068473/SRR17068473.1,SRX13256858,S139,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179581,SAMN23486091,simple,1774142,human eye metagenome,S139,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,ABCEADD3DAE3923D5E5B182F2814E727,5CB2697FDD0462D4ECBE6BBC5B156AE1
SRR17068472,2022-12-12 00:01:08,2021-11-29 19:10:27,4657,6976120,0,1497,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068472/SRR17068472.1,SRX13256859,S127,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179583,SAMN23486092,simple,1774142,human eye metagenome,S127,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,2D665FA4884891819A295059773FD235,8C58D37A9DA80B7C4C7B7408E53743AC
SRR17068471,2022-12-12 00:01:08,2021-11-29 19:10:45,11243,17638600,0,1568,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068471/SRR17068471.1,SRX13256860,PD7,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179584,SAMN23486093,simple,1774142,human eye metagenome,PD7,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,81C102212EAEFD5C3A1F596EF34D3E86,777E216E546A46C6583086A8001F7E1A
SRR17068469,2022-12-12 00:01:08,2021-11-29 19:10:50,14736,22242187,0,1509,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068469/SRR17068469.1,SRX13256862,PS11,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179585,SAMN23486095,simple,1774142,human eye metagenome,PS11,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,0508F428EFACAA9F01099B27C395D27A,53D5AB32CE5DAFC9F0542A3C5DD93E07
SRR17068470,2022-12-12 00:01:08,2021-11-29 19:10:41,8492,12618663,0,1485,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068470/SRR17068470.1,SRX13256861,S50,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179586,SAMN23486094,simple,1774142,human eye metagenome,S50,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,88806E894EC662865E655171A6FEE3AD,B3CDAF6512B8ED0B19F5B918C6D92B1C
SRR17068474,2022-12-12 00:01:08,2021-11-29 19:10:37,8192,12106403,0,1477,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068474/SRR17068474.1,SRX13256857,S53,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179582,SAMN23486090,simple,1774142,human eye metagenome,S53,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,53FFE9EFDB308CEE0512F41DA9309457,AB02A1F92240AF51F9BDD4CD89752B46
SRR17068475,2022-12-12 00:01:08,2021-11-29 19:10:30,4889,7343182,0,1501,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068475/SRR17068475.1,SRX13256856,S77,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179580,SAMN23486089,simple,1774142,human eye metagenome,S77,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,C3501191E0E01C7CA1CCA940A1C33946,FD4DB65115B4A5CEEB5ADE7058C49A4B
SRR17068476,2022-12-12 00:01:08,2021-11-29 19:10:34,9296,13819553,0,1486,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068476/SRR17068476.1,SRX13256855,D63,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179579,SAMN23486088,simple,1774142,human eye metagenome,D63,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,F9389FFB22B9A37FBF6025752206A2C0,6FF02D66589520B5B50B9E151F14B885
SRR17068477,2022-12-12 00:01:08,2021-11-29 19:10:35,10427,15472002,0,1483,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068477/SRR17068477.1,SRX13256854,S31,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179578,SAMN23486087,simple,1774142,human eye metagenome,S31,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,A44B45DBD37804C0A94270652D9FC536,2FF5A8350F187945629A47BB4226E680
SRR17068478,2022-12-12 00:01:08,2021-11-29 19:10:30,6239,9240340,0,1481,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068478/SRR17068478.1,SRX13256853,S126,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179577,SAMN23486086,simple,1774142,human eye metagenome,S126,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,ED671844E698A0BEC43AD45569DA8E2D,D630F54E2F44F2831AAF75D9A1FBBBDF
SRR17068479,2022-12-12 00:01:08,2021-11-29 19:10:48,12005,18204543,0,1516,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068479/SRR17068479.1,SRX13256852,PS1,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179576,SAMN23486050,simple,1774142,human eye metagenome,PS1,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,7B57A8AB6524E515317F11F2FB969C63,C73F9844308E1B589912528C35C52D67
SRR17068480,2022-12-12 00:01:08,2021-11-29 19:10:40,12825,19223859,0,1498,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068480/SRR17068480.1,SRX13256851,D116,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179575,SAMN23486085,simple,1774142,human eye metagenome,D116,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,1443631287D4E7199703A8FA778B24F5,DC534039ED5B666F06FF9E51B53F3F81
SRR17068481,2022-12-12 00:01:08,2021-11-29 19:10:33,6730,10008257,0,1487,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068481/SRR17068481.1,SRX13256850,D42,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179574,SAMN23486084,simple,1774142,human eye metagenome,D42,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,A8931E1C68635D044CA38B1DDFC62F22,BAF5292E01C3E8BFE6C2DF836D2AF62B
SRR17068482,2022-12-12 00:01:08,2021-11-29 19:10:25,2445,3663548,0,1498,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068482/SRR17068482.1,SRX13256849,D77,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179572,SAMN23486083,simple,1774142,human eye metagenome,D77,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,68EDFE74FC79AEB271579762C3F9495D,3A6BA7E1CC45C3DFA98722B546EABB40
SRR17068483,2022-12-12 00:01:08,2021-11-29 19:10:32,5578,8253233,0,1479,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068483/SRR17068483.1,SRX13256848,D7,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179573,SAMN23486082,simple,1774142,human eye metagenome,D7,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,2AE5FDDBD634F14AC92B3B88876ABEFA,6DBB6CC5A2320946B8AC8BC7E9C4A50A
SRR17068484,2022-12-12 00:01:08,2021-11-29 19:10:45,11312,17393635,0,1537,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068484/SRR17068484.1,SRX13256847,PS9,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179571,SAMN23486081,simple,1774142,human eye metagenome,PS9,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,D83A211C7B8FC2018F2FBA6F254EC7A7,C7C2864F8F1CF7790A210AD631FA34FC
SRR17068485,2022-12-12 00:01:08,2021-11-29 19:10:39,13259,19794163,0,1492,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068485/SRR17068485.1,SRX13256846,D82,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179570,SAMN23486080,simple,1774142,human eye metagenome,D82,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,B55A46ABA467DEF1C9BFBC6475D71646,024331CD87879A120C068D775BC2A12F
SRR17068486,2022-12-12 00:01:08,2021-11-29 19:10:36,9693,14397526,0,1485,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068486/SRR17068486.1,SRX13256845,D113,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179569,SAMN23486079,simple,1774142,human eye metagenome,D113,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,5EF7208B7ADB211254327EB3C0B92E1B,EEC1EFA855FD78FB90E56FDC68668956
SRR17068487,2022-12-12 00:01:08,2021-11-29 19:10:38,9249,13833735,0,1495,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068487/SRR17068487.1,SRX13256844,S70,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179568,SAMN23486078,simple,1774142,human eye metagenome,S70,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,DF29C867DD96B01A5E67E62557058301,6C8A23B4BAFD8F0CFBBDD68ECD86AB4D
SRR17068488,2022-12-12 00:01:08,2021-11-29 19:10:31,4893,7303230,0,1492,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068488/SRR17068488.1,SRX13256843,S16,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179567,SAMN23486077,simple,1774142,human eye metagenome,S16,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,071E89720139DE9F18D899E7E0C8964C,8833452E3BFA4E709CC0F9E6912E7F48
SRR17068489,2022-12-12 00:01:08,2021-11-29 19:10:24,1979,2968619,0,1500,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068489/SRR17068489.1,SRX13256842,S97,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179566,SAMN23486076,simple,1774142,human eye metagenome,S97,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,14D6D42C66AA3848FFED514A6E24C4BF,547AEFD77B289CF908298EDE42B72C29
SRR17068490,2022-12-12 00:01:08,2021-11-29 19:11:06,20183,30074905,0,1490,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068490/SRR17068490.1,SRX13256841,Q3,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179565,SAMN23486049,simple,1774142,human eye metagenome,Q3,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,26A7D16C8E6F1FAB049D3273DC689A91,8290B99DB9BBA77B8FE2309A0F6B4827
SRR17068491,2022-12-12 00:01:08,2021-11-29 19:10:49,13554,20224307,0,1492,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068491/SRR17068491.1,SRX13256840,D111,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179564,SAMN23486075,simple,1774142,human eye metagenome,D111,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,9D34103FFD378ABEDB4D15F2A7C36FBF,E15701EE63EC7A6235A6F532C6877709
SRR17068492,2022-12-12 00:01:08,2021-11-29 19:11:55,7339,11213601,0,1527,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068492/SRR17068492.1,SRX13256839,PS6,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179563,SAMN23486074,simple,1774142,human eye metagenome,PS6,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,657419DE6108BF8941F0399D24139FBF,A432681BAB28FF94680D62F94FC69004
SRR17068493,2022-12-12 00:01:08,2021-11-29 19:12:02,10981,16367979,0,1490,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068493/SRR17068493.1,SRX13256838,S88,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179562,SAMN23486073,simple,1774142,human eye metagenome,S88,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,5B26F9FA3341DC52796EE662D0C5B496,EF8481F5A001F07A6334D8D7B7D8DE0A
SRR17068494,2022-12-12 00:01:08,2021-11-29 19:11:54,9650,14325240,0,1484,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068494/SRR17068494.1,SRX13256837,D138,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179561,SAMN23486072,simple,1774142,human eye metagenome,D138,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,DD7D42C7B15C3D225471351FF827992F,41700A26F3360EB2946494EF323074F5
